codigo,nome,populacao,idhm,rdpc,seca,enchente,calor,ameaca,capacidade,peso,cluster,arquetipo,ameaca_futura,tendencia
2901502,Anguera,11369,0.589,269.0,0.47630442340541607,0.11341665739613674,0.4358754626797243,0.7461964534102922,0.41100000000000003,0.0028987715100417815,0,Seca (sertao) (baixa),0.5213118898034862,Estavel
2901601,Antas,19659,0.592,283.59,0.5363346378975102,0.29652435004685784,0.25943391789843717,0.5801632754211288,0.40800000000000003,0.002258579578292674,0,Seca (sertao) (baixa),0.47149517110564904,Estavel
2901700,Antônio Cardoso,11670,0.561,236.86,0.40668615252477835,0.13856049074761193,0.38634951416861535,0.6613882681797114,0.43899999999999995,0.0025193210222459257,0,Seca (sertao) (baixa),0.40636387646479205,Estavel
2901809,Antônio Gonçalves,11955,0.598,295.7,0.7352382614144338,0.2809253435933963,0.5774104904068776,0.8603343194966495,0.402,0.0033636209710848227,2,Seca (sertao) (moderada),0.9413677463486424,Estavel
2901908,Aporá,17840,0.548,199.04,0.3565093845102627,0.5361090201354992,0.24779826569693036,0.289801030718934,0.45199999999999996,0.0010940095846970572,1,Enchente / chuva extrema (moderada),0.08574869202385882,Estavel
2901957,Apuarema,7274,0.552,252.3,0.3551431954581278,0.2805641203212648,0.23065913896747425,0.46019607813508334,0.44799999999999995,0.001742056229287641,0,Seca (sertao) (baixa),0.41239979960302287,Estavel
2902005,Aracatu,12960,0.581,316.6,0.5937350860420104,0.347399525890712,0.856963053076313,0.843562997548178,0.41900000000000004,0.0032585391514243505,2,Seca (sertao) (moderada),0.8746508664164614,Estavel
2902054,Araçás,12237,0.57,230.75,0.30403426289513225,0.5782539806841157,0.21203284290778301,0.21033480680360675,0.43000000000000005,0.0008062373748938779,1,Enchente / chuva extrema (moderada),0.0,Estavel
2902104,Araci,54903,0.534,221.98,0.6908558956855447,0.12819891721974783,0.675012730172811,0.9808543242703923,0.46599999999999997,0.0036674006555182724,2,Seca (sertao) (moderada),0.989975380680745,Estavel
2902203,Aramari,11519,0.588,274.61,0.43780040938164677,0.2768425761853069,0.37378215752979094,0.5794991390953877,0.41200000000000003,0.0022496031729532036,0,Seca (sertao) (baixa),0.39416561895092184,Estavel
2902252,Arataca,10904,0.559,256.14,0.20468372383573782,0.6929541239592326,0.6172574165019138,0.24238698970279418,0.44099999999999995,0.0009220047144712775,1,Enchente / chuva extrema (moderada),0.5423869897027942,Agravando
2902302,Aratuípe,8848,0.575,278.23,0.1960092502772264,0.6663957040007231,0.20411041835993712,0.07452675219100843,0.42500000000000004,0.00028667191569582316,1,Enchente / chuva extrema (moderada),0.0,Estavel
2902401,Aurelino Leal,11079,0.568,253.19,0.35024609608248675,0.37791810993373964,0.3769804272053145,0.45290069185148407,0.43200000000000005,0.0017335955504828393,0,Seca (sertao) (baixa),0.4570477203582847,Estavel
2902500,Baianópolis,13979,0.589,235.05,0.8516163648484164,0.4334862778076039,0.7211842608414755,0.8926433269135484,0.41100000000000003,0.003467678026155326,2,Seca (sertao) (moderada),1.0,Agravando
2902609,Baixa Grande,20431,0.585,243.98,0.8145947124543288,0.2248230206195608,0.7417480903333621,1.0,0.41500000000000004,0.0038737481124918836,2,Seca (sertao) (moderada),1.0,Estavel
2902658,Banzaê,13251,0.579,228.54,0.6357337051524625,0.17506577035542867,0.6652741967144885,0.9077403430656552,0.42100000000000004,0.003501510048152986,2,Seca (sertao) (moderada),0.9911640348338641,Estavel
2902708,Barra,54225,0.557,183.03,0.9921549215895644,0.3914895684953711,0.7811084584792607,1.0,0.44299999999999995,0.0037985818289508074,2,Seca (sertao) (moderada),0.9158054272504567,Estavel
2902807,Barra da Estiva,20198,0.575,270.66,0.46946147915522124,0.2953915806842461,0.587010945003104,0.6805307256063292,0.42500000000000004,0.0026177049323098268,0,Seca (sertao) (baixa),0.6815790712183543,Estavel
2902906,Barra do Choça,30831,0.551,266.13,0.5785151756789185,0.29848421610849235,0.546843541209722,0.732140184065485,0.44899999999999995,0.0027695784805976073,0,Seca (sertao) (baixa),0.6947877367411945,Estavel
2903003,Barra do Mendes,13128,0.63,292.41,0.7238142999546955,0.39312574061265065,0.5103622778046153,0.7450251457957406,0.37,0.0029808366784551932,2,Seca (sertao) (moderada),0.6966199949977556,Estavel
2903102,Barra do Rocha,5515,0.577,304.56,0.43763568180578083,0.15399684120668525,0.13244447007713742,0.559744758768715,0.42300000000000004,0.0021561201243161707,0,Seca (sertao) (baixa),0.5080892788356528,Estavel
2903201,Barreiras,158432,0.721,602.82,0.8118981434672994,0.3416068648025339,0.35044416766705455,0.7687281467480863,0.279,0.003294504127123509,3,Enchente / chuva extrema (baixa),0.6045191791914906,Estavel
2903235,Barro Alto,15171,0.607,247.32,0.7290919037140687,0.3688319211315752,0.459927036463063,0.7434075943874298,0.393,0.0029252547582786573,2,Seca (sertao) (moderada),0.6804026309848547,Estavel
2903276,Barrocas,16225,0.61,284.41,0.7333040432543737,0.018688852145847402,0.6191579937639157,1.0,0.39,0.003943419841133824,2,Seca (sertao) (moderada),1.0,Agravando
2903300,Barro Preto,5312,0.602,287.6,0.27583796595022114,0.6591171165285129,0.7662163603524091,0.37778750631836183,0.398,0.0014812495707626138,1,Enchente / chuva extrema (moderada),0.4491182523518651,Estavel
2903409,Belmonte,23540,0.598,289.9,0.4433726189835023,0.4180930157854249,0.35648818345158645,0.4767544400371252,0.402,0.001863951252700109,0,Seca (sertao) (baixa),0.7767544400371251,Agravando
2903508,Belo Campo,17013,0.575,263.52,0.5918798082606258,0.297067483208486,0.5769194102886247,0.7550343569932916,0.42500000000000004,0.0029042879123551157,2,Seca (sertao) (moderada),0.7354855214621473,Estavel
2903607,Biritinga,15989,0.538,209.37,0.7029352092350174,0.032977026271372105,0.60718402955686,1.0,0.46199999999999997,0.0037492158544295594,2,Seca (sertao) (moderada),1.0,Estavel
2903706,Boa Nova,12039,0.567,223.48,0.46193318014593565,0.2548087498870758,0.3995972334253597,0.6219984786241344,0.43300000000000005,0.0023791999909619226,0,Seca (sertao) (baixa),0.5736994024151538,Estavel
2903805,Boa Vista do Tupim,18491,0.551,195.71,0.6618743580291465,0.2656439164171248,0.5489906559093132,0.8105931087060607,0.44899999999999995,0.0030663543393108206,2,Seca (sertao) (moderada),0.7825158134629182,Estavel
2903904,Bom Jesus da Lapa,70151,0.633,367.62,0.7428245403097211,0.3628452143374491,0.6440249919979185,0.8371298576028591,0.367,0.0033566969577224137,2,Seca (sertao) (moderada),0.9892699126704609,Estavel
2903953,Bom Jesus da Serra,9768,0.546,223.19,0.5311697304681374,0.25931913088523023,0.5048180559030143,0.7101782800846644,0.45399999999999996,0.0026772615250310466,0,Seca (sertao) (baixa),0.6734617800544951,Estavel
2904001,Boninal,14518,0.612,267.7,0.42760485743195537,0.3576830774873992,0.3537959248900073,0.5075253393042906,0.388,0.0020042693336585695,0,Seca (sertao) (baixa),0.4490704387000744,Estavel
2904050,Bonito,16999,0.561,249.0,0.6135677197176779,0.4874774660066287,0.36378034893073063,0.5427505614197762,0.43899999999999995,0.002067413295648424,0,Seca (sertao) (baixa),0.4437529299834604,Estavel
2904100,Boquira,21486,0.603,266.71,0.6694215272421516,0.3308566370827627,0.5590954678257587,0.7743269914555686,0.397,0.00303819615323377,2,Seca (sertao) (moderada),0.8269961695084095,Estavel
2904209,Botuporã,10050,0.575,235.16,0.5828879133748732,0.31557426584604065,0.5255875443193917,0.7137440116503845,0.42500000000000004,0.002745461959912479,2,Seca (sertao) (moderada),0.7666715152393987,Estavel
2904308,Brejões,14155,0.597,261.14,0.3950797812804485,0.2559396426824297,0.3141759728406624,0.540094012675143,0.403,0.0021100828577822034,0,Seca (sertao) (baixa),0.378345133658328,Estavel
2904407,Brejolândia,10675,0.592,221.22,0.860016374496651,0.3851536052871749,0.7919294044275863,0.9629076171524571,0.40800000000000003,0.0037486059046125493,2,Seca (sertao) (moderada),1.0,Estavel
2904506,Brotas de Macaúbas,10705,0.57,247.49,0.7374137756428323,0.37735735647033936,0.6087412580315453,0.8079988487900057,0.43000000000000005,0.0030971520152344033,2,Seca (sertao) (moderada),0.8109366117068841,Estavel
2904605,Brumado,67468,0.656,403.22,0.5940379111426993,0.3739282291240456,0.9991811489592921,0.8874261049185337,0.344,0.003619268047953449,2,Seca (sertao) (moderada),0.93098684217354,Estavel
2904704,Buerarema,18269,0.613,343.23,0.2228748520707673,0.6973696047882866,0.72457944717433,0.2981563397911237,0.387,0.0011782987168479425,1,Enchente / chuva extrema (moderada),0.5452311091267736,Agravando
2904753,Buritirama,21374,0.565,184.53,0.9918106598993175,0.030843110976575768,0.15873786254968908,1.0,0.43500000000000005,0.003819758591760289,0,Seca (sertao) (baixa),0.7271171992473628,Estavel
2904803,Caatiba,6232,0.561,293.78,0.5106759952245503,0.4250560953292176,0.4874625014327481,0.5732215315453147,0.43899999999999995,0.0021834815104910827,0,Seca (sertao) (baixa),0.43317545552630476,Estavel
2904852,Cabaceiras do Paraguaçu,19010,0.581,209.45,0.28934038246144284,0.1717539306529739,0.30876631159576645,0.5274468177239263,0.41900000000000004,0.002037436576572264,0,Seca (sertao) (baixa),0.22761596021507358,Estavel
2904902,Cachoeira,33659,0.647,368.11,0.2737011997767539,0.25204276271540765,0.2884905884269785,0.4521708554552739,0.353,0.0018318612985579056,3,Enchente / chuva extrema (baixa),0.16943119283209346,Estavel
2905008,Caculé,23407,0.637,382.15,0.6610884586910324,0.3774327619545936,0.5853707165394886,0.7477852317970403,0.363,0.0030072452360716605,2,Seca (sertao) (moderada),0.8229574287058139,Estavel
2905107,Caém,8912,0.546,223.48,0.8339566319871173,0.43018122777556483,0.4594594424926972,0.7688881568922963,0.45399999999999996,0.0028985886181345515,2,Seca (sertao) (moderada),0.908197314244361,Estavel
2905156,Caetanos,14671,0.542,224.38,0.5482395514754357,0.2808877613685346,0.6097079315551625,0.7521489462558532,0.45799999999999996,0.002827705293986961,2,Seca (sertao) (moderada),0.7361343149999251,Estavel
2905206,Caetité,51184,0.625,405.31,0.6910478280853493,0.3833529485158509,0.4720611653349827,0.7136671610089969,0.375,0.0028449905798814913,2,Seca (sertao) (moderada),0.8069796856812965,Estavel
2905305,Cafarnaum,18585,0.584,251.31,0.771816693808008,0.3856308740587637,0.41545320404736763,0.7401481010181536,0.41600000000000004,0.0028651224877374207,2,Seca (sertao) (moderada),0.6697758650090647,Estavel
2905404,Cairu,18666,0.627,334.19,0.1506509396725928,0.8512024374377767,0.19074008877284088,0.0,0.373,0.0,1,Enchente / chuva extrema (moderada),0.0,Estavel
2905503,Caldeirão Grande,13452,0.573,211.26,0.8064366691119181,0.3906124572082838,0.5045318361950601,0.7982877523122978,0.42700000000000005,0.0030663611971614504,2,Seca (sertao) (moderada),0.8859380770967077,Estavel
2905602,Camacan,32023,0.581,351.84,0.24656994738681073,0.6669809943235612,0.5515854078595375,0.2592287214608649,0.41900000000000004,0.00100135608189199,1,Enchente / chuva extrema (moderada),0.551943042758898,Agravando
2905701,Camaçari,309208,0.694,553.18,0.14345739258576515,0.753011893808678,0.11742047661906191,0.0,0.30600000000000005,0.0,3,Enchente / chuva extrema (baixa),0.0,Estavel
2905800,Camamu,35444,0.565,264.63,0.09815468197596866,0.8419414498406368,0.24999077583727972,0.0,0.43500000000000005,0.0,1,Enchente / chuva extrema (moderada),0.00044549699318279233,Estavel
2905909,Campo Alegre de Lourdes,28839,0.557,199.01,0.992480716026293,0.2562242023866734,0.638025047796938,1.0,0.44299999999999995,0.0037985818289508074,2,Seca (sertao) (moderada),0.8758697600524565,Estavel
2906006,Campo Formoso,71754,0.586,270.05,0.854150699256101,0.22835587956794878,0.4532179222897651,0.9205729594668673,0.41400000000000003,0.003568589735690502,2,Seca (sertao) (moderada),0.891861563312794,Estavel
2906105,Canápolis,9694,0.565,217.86,0.8566443131040434,0.5124887030335796,0.7120206559442254,0.8366506778375802,0.43500000000000005,0.0031958036149721666,2,Seca (sertao) (moderada),1.0,Agravando
2906204,Canarana,26468,0.587,252.39,0.8033402453975944,0.3639299320105104,0.43646298363743263,0.7851474386988606,0.41300000000000003,0.003045768381665167,2,Seca (sertao) (moderada),0.7169638152832253,Estavel
2906303,Canavieiras,30722,0.59,325.61,0.2412330215734494,0.6481738933167182,0.501855295215617,0.24713649499310264,0.41000000000000003,0.0009607393697698286,1,Enchente / chuva extrema (moderada),0.5471364949931026,Agravando
2906402,Candeal,8109,0.587,251.54,0.6532665879662497,0.051894248909245176,0.5683576493883428,0.9629817321401568,0.41300000000000003,0.0037356287078185195,2,Seca (sertao) (moderada),0.9498220520799087,Estavel
2906501,Candeias,87820,0.691,462.57,0.1364335970841056,0.7196694936450413,0.1283155384240602,0.0,0.30900000000000005,0.0,3,Enchente / chuva extrema (baixa),0.0,Estavel
2906600,Candiba,14415,0.591,290.99,0.7513252408694905,0.4039634554482007,0.4027838353931659,0.7083722942455902,0.40900000000000003,0.0027557409584472612,2,Seca (sertao) (moderada),0.8314882213318661,Estavel
2906709,Cândido Sales,24921,0.601,268.57,0.5840846763675083,0.3221208028747772,0.5595838890606167,0.7248213921354311,0.399,0.0028398872995317277,2,Seca (sertao) (moderada),0.683814390062911,Estavel
2906808,Cansanção,34929,0.557,216.24,0.6852457824298472,0.2745779082794448,0.7190922783497397,0.8940585915460106,0.44299999999999995,0.0033961547198640275,2,Seca (sertao) (moderada),0.833480565816376,Estavel
2906824,Canudos,16832,0.562,251.59,0.6394815075942,0.20716760028712158,0.5285052461090163,0.8278916289061536,0.43799999999999994,0.0031557487783550812,2,Seca (sertao) (moderada),0.8851014664124788,Estavel
2906857,Capela do Alto Alegre,11597,0.599,299.05,0.7838969968036446,0.2412649324803366,0.6604860355290426,0.9562652415760768,0.401,0.00374134754072423,2,Seca (sertao) (moderada),0.9795090255393856,Estavel
2906873,Capim Grosso,31055,0.621,378.85,0.7628940499192541,0.33757545221085344,0.5993912594532066,0.8484109968364403,0.379,0.003372328248094063,2,Seca (sertao) (moderada),0.8614073680725193,Estavel
2906899,Caraíbas,8659,0.555,277.97,0.5942239800928847,0.318548197084092,0.6987886640848123,0.7948614224843953,0.44499999999999995,0.003015167130161785,2,Seca (sertao) (moderada),0.8016551901462874,Estavel
2906907,Caravelas,22166,0.616,394.43,0.39769179129007703,0.7085103578264812,0.28763494645025944,0.2135565439842276,0.384,0.0008457940221997155,1,Enchente / chuva extrema (moderada),0.28013840327800066,Agravando
2907004,Cardeal da Silva,9395,0.552,207.42,0.21401430991758447,0.8860664528130541,0.058034600968196126,0.0,0.44799999999999995,0.0,1,Enchente / chuva extrema (moderada),0.0,Estavel
2907103,Carinhanha,29118,0.576,209.51,0.7737681442009493,0.43381518353352716,0.6234998220749568,0.7987410871647528,0.42400000000000004,0.0030745662338240586,2,Seca (sertao) (moderada),0.9868509788754649,Estavel
2907202,Casa Nova,73092,0.57,289.24,0.9516079256732857,0.23340682142964686,0.6015643802118719,1.0,0.43000000000000005,0.0038331143910321783,2,Seca (sertao) (moderada),0.7,Estavel
2907301,Castro Alves,26369,0.613,316.1,0.3002056561561709,0.2626830250925826,0.27957589808451555,0.4581664828620678,0.387,0.0018106506782224092,0,Seca (sertao) (baixa),0.19329107751674607,Estavel
2907400,Catolândia,3619,0.582,251.21,0.8200775158527025,0.3884638316143479,0.7486132030325525,0.9155095392853801,0.41800000000000004,0.0035389502749870964,2,Seca (sertao) (moderada),1.0,Agravando
2907509,Catu,55222,0.677,486.05,0.32953083921284543,0.42880747173552397,0.27821620453866835,0.3605311487153784,0.32299999999999995,0.0014937253986511561,3,Enchente / chuva extrema (baixa),0.09474564339654601,Estavel
2907558,Caturama,9303,0.571,234.88,0.531928497560936,0.2643458866071661,0.5141575794253871,0.7112441778124065,0.42900000000000005,0.002728188117368885,0,Seca (sertao) (baixa),0.7556529473982427,Estavel
2907608,Central,17293,0.596,231.1,0.9402087969730483,0.2845102793228894,0.5801260029469347,0.9931152012700664,0.404,0.003877219061977056,2,Seca (sertao) (moderada),0.9582682272631634,Estavel
2907707,Chorrochó,11221,0.6,248.5,0.7872246643614573,0.14070579545859263,0.2937520488884722,0.8683380460169536,0.4,0.0033997627546212402,0,Seca (sertao) (baixa),0.5683380460169536,Melhorando
2907806,Cícero Dantas,32636,0.585,315.19,0.5884778349404012,0.23437331362744585,0.43926147003526017,0.736441455234451,0.41500000000000004,0.0028527886971752305,0,Seca (sertao) (baixa),0.6996655183331979,Estavel
2907905,Cipó,17402,0.601,312.03,0.6467739650459962,0.14135047595214023,0.6052802501981754,0.9123022949290542,0.399,0.003574447069049224,2,Seca (sertao) (moderada),0.7530856336354567,Estavel
2908002,Coaraci,16128,0.613,366.33,0.3160712405231397,0.537846266668153,0.5721448289899834,0.4040420498074792,0.387,0.001596753666798731,1,Enchente / chuva extrema (moderada),0.43428556132635643,Estavel
2908101,Cocos,18835,0.596,258.27,0.8381427556268393,0.46350867212318064,0.6478598309089643,0.8307416218089876,0.404,0.0032432966966333206,2,Seca (sertao) (moderada),1.0,Estavel
2908200,Conceição da Feira,22933,0.634,348.39,0.33383678214732504,0.15661948644739557,0.3386640639087648,0.5802282265479262,0.366,0.0023282840895515566,0,Seca (sertao) (baixa),0.28651919700897205,Estavel
2908309,Conceição do Almeida,17087,0.606,290.98,0.281204221302944,0.29338788050854453,0.27297734573134336,0.42136564545166166,0.394,0.0016568537222656223,0,Seca (sertao) (baixa),0.15624185632804255,Estavel
2908408,Conceição do Coité,67394,0.611,309.61,0.7000114467635598,0.05717522643341519,0.6187090188917094,1.0,0.389,0.0039462588762966275,2,Seca (sertao) (moderada),1.0,Estavel
2908507,Conceição do Jacuípe,33631,0.663,403.18,0.4222077655552252,0.19127694228153191,0.3964738184537746,0.6390907288279288,0.33699999999999997,0.0026201063978153897,3,Enchente / chuva extrema (baixa),0.40120089095030004,Estavel
2908606,Conde,26223,0.56,246.81,0.19751917071415628,0.9429946141689539,0.029352635904674625,0.0,0.43999999999999995,0.0,1,Enchente / chuva extrema (moderada),0.0,Estavel
2908705,Condeúba,17113,0.582,260.07,0.624840230124025,0.3470271856148936,0.6660985443996341,0.7806640176410176,0.41800000000000004,0.0030176978189213814,2,Seca (sertao) (moderada),0.8186644012436602,Estavel
2908804,Contendas do Sincorá,4025,0.577,293.12,0.49685969502027455,0.3007693861450511,0.6563864370370451,0.7250475595370551,0.42300000000000004,0.0027928615850606273,2,Seca (sertao) (moderada),0.7351967191488874,Estavel
2908903,Coração de Maria,22391,0.592,257.21,0.4708659329886454,0.13475100894976574,0.4318394237645393,0.7259462102691777,0.40800000000000003,0.0028261135354745895,0,Seca (sertao) (baixa),0.48404924278112105,Estavel
2909000,Cordeiros,8667,0.579,263.24,0.6133050465475549,0.34065935636243116,0.6640296590656005,0.7766671234953856,0.42100000000000004,0.0029959093013369256,2,Seca (sertao) (moderada),0.7996643751905954,Estavel
2909109,Coribe,14108,0.6,237.03,0.8565155309522012,0.5240074496764274,0.6942879708896111,0.8207488528134843,0.4,0.003213439044267001,2,Seca (sertao) (moderada),1.0,Agravando
2909208,Coronel João Sá,15549,0.535,238.18,0.528114186321804,0.3139653170696146,0.2413610297239763,0.5546752824546789,0.46499999999999997,0.0020753388018862947,0,Seca (sertao) (baixa),0.4282850841334891,Estavel
2909307,Correntina,32243,0.603,285.96,0.837004684280688,0.4939278880907763,0.650077007782902,0.8096848268523732,0.397,0.0031769282918194474,2,Seca (sertao) (moderada),0.9754803014524244,Estavel
2909406,Cotegipe,13756,0.59,237.5,0.8526281107061429,0.3563570051649562,0.5191099855581012,0.8588529766344308,0.41000000000000003,0.0033387778989085897,2,Seca (sertao) (moderada),0.774957998196542,Estavel
2909505,Cravolândia,5352,0.599,259.87,0.32691887485067755,0.30727618561130327,0.33090491698266605,0.46690281618241986,0.401,0.001826737632126244,0,Seca (sertao) (baixa),0.4012460658743153,Estavel
2909604,Crisópolis,21219,0.543,232.6,0.4644615125223207,0.42653195458991805,0.3433853500179233,0.478914626024228,0.45699999999999996,0.0018017161286737443,0,Seca (sertao) (baixa),0.3349735331295379,Estavel
2909703,Cristópolis,13981,0.614,239.23,0.8493063986251582,0.3732945432167449,0.7163173841471702,0.9311147841332602,0.386,0.0036823732717406552,2,Seca (sertao) (moderada),1.0,Estavel
2909802,Cruz das Almas,63923,0.699,481.8,0.2728572716231019,0.12584898998807498,0.3087149528096477,0.5487570032591237,0.30100000000000005,0.0023120147301401244,3,Enchente / chuva extrema (baixa),0.2487570032591237,Estavel
2909901,Curaçá,35065,0.581,236.77,0.9382522866880489,0.04330428299972508,0.11468405228856532,0.956943981950304,0.41900000000000004,0.0036965104443511254,0,Seca (sertao) (baixa),0.656943981950304,Melhorando
2910008,Dário Meira,10347,0.54,206.16,0.4502012036007184,0.22570551819556767,0.3206945436442864,0.6001618275707125,0.45999999999999996,0.002253218617561331,0,Seca (sertao) (baixa),0.5493657187528987,Estavel
2910057,Dias d'Ávila,83705,0.676,460.6,0.1616992272868314,0.7097672110550661,0.13645980254689236,0.0,0.32399999999999995,0.0,3,Enchente / chuva extrema (baixa),0.0,Estavel
2910107,Dom Basílio,12281,0.591,240.83,0.5731900455251392,0.34404751340856043,0.8243683435705618,0.818205375466031,0.40900000000000003,0.0031830184267649286,2,Seca (sertao) (moderada),0.8575615301598197,Estavel
2910206,Dom Macedo Costa,4072,0.632,329.93,0.26768846287734505,0.34104920541998157,0.2643265947231714,0.37539255655322273,0.368,0.0015041369396630428,3,Enchente / chuva extrema (baixa),0.1150085500333054,Estavel
2910305,Elísio Medrado,8129,0.623,315.04,0.37543254827995365,0.2589121751136614,0.2572903136897267,0.5002707764467454,0.377,0.001991402331905252,0,Seca (sertao) (baixa),0.2894151255261076,Estavel
2910404,Encruzilhada,15914,0.544,220.0,0.5299500970275726,0.38713571882900805,0.5540659843876071,0.6415032251717226,0.45599999999999996,0.002415045329222513,0,Seca (sertao) (baixa),0.6444402850387453,Estavel
2910503,Entre Rios,42014,0.615,338.53,0.2502209649743796,0.7702271449239335,0.11703744554927772,0.0,0.385,0.0,1,Enchente / chuva extrema (moderada),0.0,Estavel
2910602,Esplanada,37902,0.589,312.58,0.20714276293137038,0.9130423645616205,0.04472036611123355,0.0,0.41100000000000003,0.0,1,Enchente / chuva extrema (moderada),0.0,Estavel
2910701,Euclides da Cunha,61112,0.567,269.58,0.6553405682948851,0.1301164420328441,0.821559979532372,1.0,0.43300000000000005,0.003825089727268678,2,Seca (sertao) (moderada),1.0,Agravando
2910727,Eunápolis,115360,0.677,575.44,0.23540673773135687,0.6175155479967919,0.3189882979056478,0.18476362316885372,0.32299999999999995,0.0007654986751006236,3,Enchente / chuva extrema (baixa),0.4847636231688537,Agravando
2910750,Fátima,17801,0.559,250.6,0.5542796523055672,0.2909481967612611,0.36440864996424,0.6417350664007803,0.44099999999999995,0.0024410664837603573,0,Seca (sertao) (baixa),0.5597880226436821,Estavel
2910776,Feira da Mata,5656,0.588,212.22,0.8228943418689834,0.4857753556280157,0.6958361781870523,0.8261782244037726,0.41200000000000003,0.00320720606754455,2,Seca (sertao) (moderada),1.0,Agravando
2910800,Feira de Santana,624107,0.712,662.24,0.49287547683603494,0.08863372857545541,0.4560835797037203,0.7832187046553784,0.28800000000000003,0.003333151125807733,3,Enchente / chuva extrema (baixa),0.5154884221935536,Estavel
2910859,Filadélfia,16314,0.565,250.08,0.7277772835826679,0.2922381826099869,0.5955947608796831,0.8554944207774785,0.43500000000000005,0.003267782163967766,2,Seca (sertao) (moderada),0.9208841594200754,Estavel
2910909,Firmino Alves,5641,0.578,325.51,0.4276499397875581,0.4761327716407637,0.5185205141094387,0.49675616677331824,0.42200000000000004,0.0019148355785658826,0,Seca (sertao) (baixa),0.4399464043567274,Estavel
2911006,Floresta Azul,10525,0.557,242.04,0.3653919577269902,0.5114293358403459,0.5844457082882852,0.46017410748744364,0.44299999999999995,0.001748009002855459,1,Enchente / chuva extrema (moderada),0.4871136716355932,Estavel
2911105,Formosa do Rio Preto,26111,0.618,287.94,0.7054405001429549,0.5634245849782815,0.23366086009050246,0.49279087693399215,0.382,0.0019545304175596417,3,Enchente / chuva extrema (baixa),0.19279087693399216,Melhorando
